Grade,Energy,Entropy,Correlation,Contrast,Homogeneity,Variance,Sum Mean,Inertia,Cluster Shade,Cluster Tendency,Max Probability,Inverse Variance,Short Run Emphasis (SRE),Long Run Emphasis (LRE),Gray-Level Nonuniformity (GLN),Run Length Nonuniformity (RLN),Run Percentage (RP),Low Gray-Level Run Emphasis (LGRE),High Gray-Level Run Emphasis (HGRE),Short Run Low Gray-Level Emphasis (SRLGE),Short Run High Gray-Level Emphasis (SRHGE),Long Run Low Gray-Level Emphasis (LRLGE),Long Run High Gray-Level Emphasis (LRHGE)
1,0.099805157,1.2667775,0.30379868,1.219942,0.078228237,2.4824087,13.18866,1.219942,-74.423282,1288.0512,0.18645269,0.44145718,3.36E-05,33666.2321,58546.0521,766.061287,0.962291718,0.971846307,1.12203912,3.26E-05,3.76E-05,32723.3787,37749.5923
1,0.064282942,1.3860645,0.27895751,1.3742779,0.077859172,2.6576535,13.193184,1.3742779,-57.213844,1056.636,0.14270419,0.4760506,3.64E-05,31279.2173,59930.6442,682.832963,0.97013092,0.977641057,1.09513112,3.56E-05,3.99E-05,30578.564,34264.3547
1,0.082849736,1.3023644,0.30895252,1.2740673,0.077675109,2.3647956,13.222797,1.2740673,-64.401846,1164.3978,0.17552217,0.47079865,3.64E-05,30839.9183,59502.8665,797.811272,0.967910767,0.97583132,1.10200148,3.55E-05,4.01E-05,30105.1001,33937.0173
1,0.082958545,1.3127048,0.28348752,1.2064422,0.078901494,2.7553078,13.122781,1.2064422,-83.338757,1478.0363,0.17174754,0.46730051,3.78E-05,29914.7672,59039.1266,817.237666,0.965270996,0.973875999,1.11108622,3.69E-05,4.20E-05,29135.2098,33230.2608
1,0.07860956,1.315341,0.3090004,1.284376,0.08027512,2.352669,12.78993,1.284376,-57.30888,960.9902,0.1708306,0.4847232,3.60E-05,31279.2834,59954.5664,825.881433,0.970336914,0.977740794,1.09409678,3.53E-05,3.93E-05,30580.8912,34230.2827
1,0.063787344,1.4125982,0.2517393,1.448478,0.081352547,3.0193003,12.720401,1.448478,-72.044031,1203.186,0.14548119,0.48068588,3.54E-05,32700.7429,60152.0191,691.005252,0.971446991,0.978555589,1.09031736,3.46E-05,3.85E-05,31989.612,35701.441
1,0.06659467,1.4009709,0.25240958,1.4469555,0.081620716,3.0096659,12.688369,1.4469555,-76.540153,1314.683,0.15273783,0.47069772,3.71E-05,30742.0497,58904.1722,710.199335,0.95872879,0.975436287,1.3127974,3.62E-05,4.46E-05,29961.0725,45487.5124
1,0.08440233,1.3333535,0.25580096,1.2619518,0.081259058,3.1187203,12.836447,1.2619518,-102.73584,1824.6584,0.20550865,0.46686417,4.20E-05,28621.8176,59578.3524,785.195914,0.968257904,0.976158621,1.10111243,4.09E-05,4.62E-05,27948.2577,31480.4188
1,0.098341779,1.254858,0.32813091,0.9567265,0.079414576,2.4534436,12.943134,0.9567265,-65.59926,1078.3914,0.2288326,0.4533833,3.84E-05,29316.6456,58718.436,855.662361,0.963512421,0.972509099,1.1169384,3.74E-05,4.28E-05,28523.5065,32684.4185
1,0.085971602,1.3161183,0.26217091,1.022765,0.08159919,3.2062517,12.782822,1.022765,-100.46554,1734.1166,0.20382598,0.45746057,4.10E-05,28839.9126,58775.0541,766.151869,0.963699341,0.972779141,1.11676434,3.98E-05,4.58E-05,28074.2162,32121.2515
1,0.080659996,1.3465426,0.25192857,1.2334064,0.081379995,3.2059928,12.797383,1.2334064,-100.58366,1696.5256,0.19366856,0.47335501,3.97E-05,29982.9561,59581.4964,785.635199,0.96830368,0.976182063,1.10074598,3.88E-05,4.37E-05,29269.0066,33000.8643
1,0.062216489,1.4296127,0.23749023,1.5396626,0.082536693,3.1966257,12.630705,1.5396626,-85.766894,1496.6565,0.14618727,0.48672272,3.57E-05,31653.452,60061.8497,770.340502,0.970989227,0.978178395,1.09174392,3.50E-05,3.90E-05,30965.9153,34541.7092
1,0.0674128,1.4207769,0.21378595,1.4735322,0.081942811,3.7615231,12.756067,1.4735322,-105.43263,1670.9322,0.13963807,0.46815702,4.12E-05,33938.126,58929.4683,576.134258,0.956932068,0.976258775,1.39016365,4.03E-05,5.05E-05,33072.6914,53461.102
1,0.11112227,1.3513552,0.19966446,1.3793741,0.082359734,4.1830417,12.892351,1.3793741,-146.7384,2539.608,0.29047641,0.37652236,3.71E-05,34933.3736,49175.06471,466.2976175,0.812286377,0.968747903,16.08367057,3.62E-05,0.000314253,33611.6543,859210.0498
1,0.13356096,1.438733,0.11681066,1.6907084,0.091064371,7.6102438,12.301615,1.6907084,-262.97374,4580.02,0.34951643,0.32452073,5.30E-05,32137.87582,45196.14121,374.0647706,0.751861572,0.965606305,24.15251279,5.17E-05,0.000478676,30630.52711,1298308.17
1,0.17788399,1.3777338,0.11045668,1.7353644,0.092107326,8.0815097,12.196677,1.7353644,-267.02001,4556.5974,0.41297863,0.28263192,5.93E-05,30588.2258,39350.12746,281.2456019,0.647521973,0.969505898,53.86238252,5.80E-05,0.001027653,29273.56353,2923643.765
1,0.07578008,1.3445174,0.29124049,1.2669103,0.080600709,2.5951502,12.766511,1.2669103,-63.356229,1040.9876,0.17365196,0.47990296,3.32E-05,33603.787,59359.177,787.525138,0.967166901,0.975216078,1.10427614,3.23E-05,3.66E-05,32771.4379,37105.568
1,0.085988772,1.3208563,0.25403176,1.2671276,0.080369871,3.1429913,12.934679,1.2671276,-102.33249,1691.763,0.19174826,0.46965078,3.73E-05,31864.6152,59671.238,780.109484,0.968837738,0.976540435,1.09885507,3.64E-05,4.09E-05,31108.9837,35047.4448
1,0.094233933,1.2639549,0.30332707,1.1429819,0.078785907,2.5603887,13.079614,1.1429819,-79.132138,1306.9486,0.1888933,0.47280529,3.67E-05,31425.6659,59659.2597,886.250025,0.968791962,0.976497815,1.09901919,3.58E-05,4.03E-05,30687.8471,34533.9937
1,0.066479635,1.4392285,0.1888945,1.5462912,0.083642073,4.3536741,12.650639,1.5462912,-143.03255,2347.6796,0.15590936,0.47610868,4.09E-05,29827.993,59890.8422,741.793878,0.968967438,0.977818345,1.11351701,4.00E-05,4.50E-05,29151.7875,33761.04
1,0.057384399,1.5053271,0.16229321,1.6134979,0.087414101,5.2071773,12.300519,1.6134979,-168.55356,2825.0852,0.12870669,0.4613766,3.98E-05,30342.6775,57854.3997,665.889352,0.941555023,0.975266568,2.07062126,3.89E-05,6.13E-05,29511.7312,86765.6116
1,0.071309289,1.3731476,0.24998508,1.3907653,0.079752894,3.103824,13.015429,1.3907653,-91.504467,1566.8633,0.14833811,0.47465038,3.56E-05,33091.045,59924.9621,655.384526,0.970123291,0.977630618,1.09501813,3.49E-05,3.89E-05,32319.7304,36375.8632
1,0.070110174,1.4398359,0.18327519,1.5384425,0.083870596,4.5296983,12.672834,1.5384425,-151.90481,2560.081,0.14843418,0.45092348,3.87E-05,32794.2882,58265.0322,588.317471,0.949687958,0.9747755,1.64048457,3.78E-05,5.22E-05,31888.1362,65851.6993
1,0.059888863,1.5565059,0.13179295,1.8359147,0.089577732,6.5197048,12.265944,1.8359147,-207.69528,3554.1829,0.1797171,0.42363088,4.26E-05,34021.2322,56670.4084,502.425403,0.93132019,0.971182722,1.92007244,4.16E-05,6.14E-05,32812.7766,82850.1196
1,0.060357361,1.4575846,0.19290063,1.5960737,0.086074122,4.1974543,12.433131,1.5960737,-146.57346,2672.0736,0.14300925,0.48778311,3.78E-05,31760.207,60360.7429,833.619989,0.9725914,0.979441,1.08655923,3.70E-05,4.12E-05,31108.341,34504.5994
1,0.054900296,1.454177,0.22657191,1.7366674,0.083298246,3.2245549,12.590398,1.7366674,-88.2001,1685.2524,0.10687587,0.48973865,3.42E-05,32929.8632,60411.3961,838.492258,0.972999573,0.979613924,1.0847833,3.35E-05,3.70E-05,32250.1179,35755.6759
1,0.059704713,1.4641201,0.19235258,1.5478739,0.086634775,4.2528152,12.271967,1.5478739,-134.38817,2292.1495,0.13110449,0.46948764,3.48E-05,34195.0229,58817.7349,762.567995,0.960166931,0.974209058,1.1779878,3.39E-05,3.95E-05,33218.1941,42103.7671
1,0.068784521,1.3965864,0.24945853,1.4481389,0.082307302,3.0599003,12.621801,1.4481389,-80.346823,1346.0313,0.15123292,0.46262758,3.36E-05,35573.1831,58015.592,777.675179,0.945114136,0.974867039,1.88653431,3.27E-05,5.13E-05,34603.5728,82396.9381
1,0.076187298,1.3799319,0.23595534,1.3522912,0.082652205,3.3941037,12.599407,1.3522912,-92.400622,1496.1707,0.17981035,0.42496354,3.39E-05,35107.28821,53779.72405,653.5266877,0.882110596,0.97175282,8.076499676,3.31E-05,0.000164415,33960.15421,420906.195
1,0.077474685,1.4091223,0.17926692,1.4993445,0.085359634,4.6859173,12.508957,1.4993445,-160.6311,2631.0105,0.17523233,0.43236723,3.90E-05,33779.40863,55352.44774,654.1394992,0.907039642,0.972346571,4.147006212,3.80E-05,9.84E-05,32712.93645,204211.334
1,0.093079725,1.3045836,0.26572419,1.1713517,0.081467417,3.0380364,12.717954,1.1713517,-87.84514,1375.413,0.20054654,0.41584968,3.40E-05,33493.03421,52110.36735,645.2742781,0.859119415,0.969886619,10.79950613,3.31E-05,0.000214506,32357.24034,567903.4279
1,0.088525553,1.2940482,0.30983533,1.1482366,0.080336059,2.4807994,12.813024,1.1482366,-62.909588,1024.9249,0.17150219,0.43581684,3.25E-05,35356.8699,54555.04371,715.1010818,0.898780823,0.970175722,6.215670906,3.16E-05,0.000129185,34178.00612,319013.3896
1,0.058797094,1.4563048,0.22449931,1.5614145,0.083379626,3.4450191,12.461068,1.5614145,-82.905369,1335.2441,0.13093251,0.48392007,3.28E-05,34278.2653,59816.536,752.328681,0.969615936,0.977163523,1.0964054,3.21E-05,3.59E-05,33480.5986,37655.8418
1,0.052664377,1.5510893,0.14987324,1.8722232,0.087955725,5.5465276,12.258578,1.8722232,-169.90535,2853.7771,0.12269742,0.447698,4.43E-05,30267.979,58160.049,581.134061,0.94304657,0.976640495,1.9806466,4.33E-05,6.43E-05,29450.3625,82026.0969
1,0.049572615,1.6327258,0.11095222,1.8751302,0.09560757,7.9501747,11.704765,1.8751302,-213.76436,3701.4999,0.15935768,0.41588936,5.59E-05,28203.40309,55686.0561,432.7752579,0.915088654,0.971081308,2.673463744,5.46E-05,8.99E-05,27119.44433,117739.2127
1,0.060198176,1.54343,0.13871973,1.6125215,0.088408443,6.2838302,12.227831,1.6125215,-180.73339,2945.4037,0.17792448,0.42045197,4.93E-05,29446.83368,54867.48756,469.6214031,0.89749527,0.972849212,4.141379626,4.82E-05,0.000109339,28448.50672,199415.7003
1,0.066057516,1.4100596,0.21010947,1.6035233,0.082571736,3.7395671,12.860484,1.6035233,-137.0419,2583.3567,0.14361553,0.47579169,3.89E-05,31258.5272,60073.8164,695.240876,0.971027374,0.978217682,1.09174731,3.81E-05,4.25E-05,30571.9801,34149.8038
1,0.08009322,1.3293539,0.24110058,1.2888578,0.081295906,3.3495058,12.911692,1.2888578,-123.89863,2197.3653,0.16288444,0.48055141,3.69E-05,31962.2487,59634.0402,761.850564,0.9686203,0.976384381,1.09961261,3.60E-05,4.04E-05,31200.9008,35175.2066
1,0.095855238,1.2380937,0.32887594,1.1211056,0.078223902,2.2986828,13.242165,1.1211056,-79.292503,1495.1922,0.18151814,0.47080497,3.16E-05,36205.1047,59226.9466,805.630136,0.966384888,0.974672881,1.10710562,3.08E-05,3.50E-05,35261.0372,40202.3429
1,0.06046435,1.403818,0.2778589,1.678326,0.08117034,2.265407,12.63987,1.678326,-38.19563,740.3434,0.1353773,0.4917597,3.16E-05,33834.4529,59853.14,928.16177,0.969867706,0.977294524,1.09542049,3.09E-05,3.46E-05,33061.6812,37081.8156
1,0.10494407,1.3665845,0.13930517,1.2288157,0.090440799,6.5002694,12.481879,1.2288157,-291.58031,5333.248,0.27328829,0.38121721,4.83E-05,30962.63781,48346.82988,558.0497328,0.790554047,0.973003887,22.09431656,4.70E-05,0.000436821,29984.3207,1183904.812
1,0.10545707,1.3393184,0.18833264,1.3514726,0.085483225,4.5147488,12.674547,1.3514726,-178.35125,3256.9814,0.27076414,0.37823061,4.33E-05,30583.83722,47649.6545,614.3584121,0.783149719,0.970696593,20.69992415,4.23E-05,0.000405355,29473.53482,1107201.431
1,0.055676232,1.4503725,0.24698742,1.7278297,0.083026663,2.7979915,12.447322,1.7278297,-56.101722,1041.6988,0.10901426,0.49049712,3.42E-05,31645.8914,60141.4143,925.402475,0.971439362,0.978512958,1.09019102,3.35E-05,3.73E-05,30969.2206,34482.3524
1,0.056148962,1.4687937,0.21681307,1.6982252,0.085119876,3.4906182,12.359287,1.6982252,-95.316413,1728.0705,0.12424667,0.48596057,3.53E-05,31811.1008,60090.7694,897.736675,0.97095108,0.97835437,1.0929997,3.45E-05,3.85E-05,31107.7472,34878.6946
1,0.065090224,1.3988115,0.26205903,1.5241482,0.081558072,2.7642126,12.65583,1.5241482,-65.334783,1127.8608,0.1422308,0.49056124,3.64E-05,31045.9287,60420.788,876.327023,0.97290802,0.979684353,1.08552273,3.56E-05,3.94E-05,30410.8281,33717.03
1,0.059659836,1.561246,0.10994719,1.7574442,0.097080728,8.1101546,11.877431,1.7574442,-295.32458,5283.1254,0.17539234,0.41280515,5.29E-05,28835.05283,53581.38429,541.1326593,0.878253937,0.972025256,7.071289087,5.16E-05,0.000166825,27804.24165,359162.7639
1,0.065679109,1.416993,0.22269482,1.6466941,0.082654175,3.403839,12.692125,1.6466941,-108.1013,1913.0266,0.14989944,0.48357135,3.63E-05,31691.8052,60235.5221,801.057612,0.971961975,0.978905272,1.08843286,3.55E-05,3.94E-05,31014.3416,34534.0596
1,0.073120172,1.3589642,0.24198164,1.4017394,0.081400601,3.2377289,12.82944,1.4017394,-106.78985,1827.0156,0.15004641,0.4859726,3.70E-05,31664.1152,60010.534,786.28015,0.970726013,0.977962941,1.09253253,3.62E-05,4.03E-05,30957.2723,34631.0917
1,0.075678381,1.3597813,0.22304801,1.4080648,0.083135284,3.6088688,12.733891,1.4080648,-136.59599,2477.1362,0.16874291,0.47867623,4.09E-05,29638.2951,59788.6956,761.788916,0.969432831,0.977047364,1.09705992,3.99E-05,4.49E-05,28961.4222,32496.5881
1,0.064599236,1.4065654,0.2520568,1.5209501,0.081606548,2.941984,12.681403,1.5209501,-73.031347,1204.8054,0.14656469,0.48779515,3.48E-05,32407.2116,60129.643,798.830164,0.971343994,0.978472988,1.0906021,3.40E-05,3.78E-05,31704.2399,35366.7624
1,0.066653425,1.4389353,0.18867184,1.4830528,0.084851826,4.4091419,12.531764,1.4830528,-149.39564,2534.0042,0.15695074,0.47196316,3.84E-05,32557.6594,59600.7488,716.072034,0.966121674,0.977039697,1.15317844,3.75E-05,4.30E-05,31766.8814,38972.6751
1,0.073544329,1.3924792,0.20884715,1.2806852,0.084416917,4.026703,12.468276,1.2806852,-123.29811,1942.3614,0.15103728,0.45217206,3.81E-05,32838.94872,56909.0341,663.1554914,0.93245697,0.972612321,2.316575804,3.71E-05,6.41E-05,31847.1315,102780.8239
1,0.11315663,1.3583426,0.18146509,1.342079,0.0839609,4.7288747,12.671582,1.342079,-161.85713,2652.7381,0.29559918,0.37046309,3.73E-05,36013.03642,48112.52418,484.9601879,0.798942566,0.966863964,17.97897531,3.63E-05,0.000349404,34600.18897,964021.804
1,0.084903227,1.3309844,0.25471663,1.2937193,0.081720303,3.109284,12.785846,1.2937193,-101.126,1742.0014,0.20211627,0.46715456,3.77E-05,30804.2311,59075.7848,730.153297,0.964336395,0.974425467,1.12883172,3.68E-05,4.19E-05,29978.2546,35420.6295
1,0.060214067,1.5076572,0.15671206,1.6983074,0.086710831,5.3725297,12.335225,1.6983074,-154.34381,2458.4328,0.14491569,0.44793001,4.20E-05,34500.1848,57697.5712,565.173359,0.943195343,0.973524741,1.74011791,4.10E-05,5.80E-05,33471.0985,73247.9086
1,0.046979987,1.6100935,0.13361234,1.8907579,0.090069298,6.3746143,12.065973,1.8907579,-171.58515,2933.9516,0.13700754,0.43514325,4.27E-05,31996.71376,56750.21251,514.9062253,0.924213409,0.974742335,2.7873857,4.17E-05,7.73E-05,31036.04066,128100.9756
1,0.045581126,1.5886702,0.14890577,1.8582857,0.089254888,5.6015531,12.11349,1.8582857,-160.02938,2762.1259,0.10976795,0.46519332,4.02E-05,32452.1666,59298.2944,568.516298,0.962001801,0.976558038,1.19378322,3.93E-05,4.55E-05,31590.706,41288.793
1,0.070929311,1.3836248,0.22164298,1.4286555,0.083221538,3.6220447,12.67278,1.4286555,-127.08146,2283.0723,0.15596372,0.48220476,4.19E-05,28416.7006,59816.7463,796.564795,0.969646454,0.977151686,1.09616108,4.09E-05,4.59E-05,27774.9427,31116.3549
1,0.074143403,1.3864748,0.22635358,1.3377019,0.082756991,3.5964559,12.672199,1.3377019,-113.40677,1927.0743,0.18183041,0.47392562,3.94E-05,29732.4347,59571.1737,743.605011,0.968208313,0.976127631,1.10123259,3.84E-05,4.34E-05,29027.922,32713.837
1,0.067130466,1.4223809,0.21119039,1.2182026,0.083503575,4.0173475,12.579904,1.2182026,-118.04833,1994.9925,0.16186886,0.46563183,3.96E-05,30361.1433,59067.2328,679.001892,0.96427536,0.974366385,1.1279823,3.86E-05,4.42E-05,29551.6687,34834.9917
1,0.0562337,1.4811516,0.1982798,1.3679059,0.085193857,4.2276933,12.428018,1.3679059,-115.40118,2070.4323,0.13280624,0.46259891,3.57E-05,33200.2901,58337.224,631.590985,0.958465576,0.971795483,1.16657249,3.47E-05,4.09E-05,32218.3855,39862.3913
1,0.072454173,1.356243,0.27514787,1.2334685,0.083199119,2.8472361,12.464063,1.2334685,-74.438037,1240.3742,0.14432541,0.48602304,3.59E-05,31294.2201,59667.427,846.1872,0.96880722,0.976537941,1.09900205,3.50E-05,3.95E-05,30559.2425,34396.0985
1,0.05707793,1.433903,0.2606195,1.473858,0.08458954,2.842084,12.17648,1.473858,-50.14589,784.3909,0.1211047,0.4908607,3.37E-05,32464.5434,60028.0192,792.785392,0.970867157,0.978032199,1.09190488,3.30E-05,3.68E-05,31746.3435,35468.5711
1,0.064867105,1.4282736,0.22091322,1.3667857,0.085908781,3.6878659,12.255952,1.3667857,-103.66167,1713.6385,0.158308,0.47950388,3.42E-05,34881.002,59903.8128,751.35704,0.970108032,0.977520775,1.09470955,3.34E-05,3.74E-05,34079.4353,38260.8433
1,0.08200217,1.3159178,0.28856381,1.3166699,0.080385861,2.580917,12.831489,1.3166699,-73.563941,1258.321,0.19025229,0.48058144,3.68E-05,31258.0266,60085.5384,806.336344,0.971115112,0.978278504,1.09132534,3.61E-05,4.01E-05,30577.1959,34118.0755
1,0.067928432,1.384807,0.25604685,1.3831614,0.081001381,3.0075354,12.803356,1.3831614,-80.907799,1377.0371,0.14582941,0.4813373,3.70E-05,32156.528,60128.2621,693.281646,0.971313477,0.978458711,1.09083258,3.62E-05,4.04E-05,31453.096,35126.7304
1,0.095395996,1.4117742,0.19431001,1.4811598,0.083442939,4.2493357,12.586179,1.4811598,-109.99034,1736.0931,0.26445128,0.37892271,3.18E-05,36532.50812,48303.9645,490.7238659,0.80645752,0.964605694,15.25996298,3.09E-05,0.000293379,34979.19686,815724.0743
1,0.069677988,1.3938554,0.24796095,1.4707133,0.082465539,3.065256,12.60003,1.4707133,-83.202786,1455.3773,0.16338603,0.47498085,3.79E-05,29877.986,59672.9136,767.18725,0.968769073,0.976556755,1.09942832,3.70E-05,4.17E-05,29189.049,32795.9752
1,0.087309327,1.3225657,0.25885371,1.2302921,0.081129836,3.0958758,12.837065,1.2302921,-101.48983,1762.9757,0.21056686,0.46697302,4.16E-05,28704.3783,59547.0835,804.138308,0.968082428,0.976029117,1.10163694,4.06E-05,4.60E-05,28027.9463,31567.296
1,0.09064427,1.270998,0.3324329,0.9864504,0.07962635,2.386601,12.87871,0.9864504,-58.91484,982.0597,0.20717,0.4618069,3.77E-05,29379.32,58803.9973,860.197229,0.963905334,0.97288307,1.11583729,3.67E-05,4.21E-05,28594.8841,32725.697
1,0.084100008,1.3147594,0.27460993,1.0310429,0.080958839,3.0200957,12.818913,1.0310429,-89.779883,1541.421,0.19723889,0.45826639,3.98E-05,29309.7774,58923.3689,759.434882,0.964416504,0.973446267,1.11484702,3.87E-05,4.45E-05,28548.8167,32588.0378
1,0.15345209,1.2859671,0.21179253,1.0971247,0.086042662,4.0884813,12.231378,1.0971247,-120.48172,1824.9464,0.36809032,0.3317375,3.27E-05,35483.56472,40129.53772,428.853311,0.682033539,0.957386172,44.43748279,3.15E-05,0.000827602,33671.20265,2411711.868
1,0.046126408,1.5719806,0.16033669,1.816534,0.085561276,5.1328512,12.466877,1.816534,-142.27566,2460.5346,0.11545574,0.47683045,3.73E-05,31964.1679,60118.9828,585.909743,0.971229553,0.978429832,1.09120828,3.65E-05,4.06E-05,31262.3687,34937.7132
1,0.055115628,1.484778,0.20901018,1.7328485,0.080605411,3.6479897,12.967832,1.7328485,-94.843771,1728.5653,0.12816034,0.46431901,3.64E-05,32249.4142,59394.1196,613.910136,0.960201263,0.978012314,1.38654598,3.56E-05,4.50E-05,31516.123,51422.9509
1,0.075256955,1.4096543,0.18175629,1.3591065,0.084489018,4.7074061,12.63963,1.3591065,-164.96909,2730.3201,0.16770171,0.46322317,4.04E-05,29642.234,59031.445,738.461726,0.963626862,0.974389853,1.14413654,3.94E-05,4.53E-05,28863.2946,34885.8645
1,0.090953885,1.2603029,0.33972834,1.1298861,0.077426286,2.1813572,13.263073,1.1298861,-60.243583,1114.4777,0.18466349,0.46802795,3.66E-05,30624.7531,59130.6304,800.026285,0.965782166,0.974265263,1.10933354,3.57E-05,4.06E-05,29844.1355,33942.9009
1,0.095640444,1.3017735,0.2476279,1.1121262,0.081582634,3.372345,12.788675,1.1121262,-108.9809,1723.0882,0.21958176,0.45532508,3.74E-05,30618.5464,58458.6724,748.980978,0.961975098,0.971404939,1.1225266,3.63E-05,4.18E-05,29729.6695,34436.1869
1,0.092346881,1.3282758,0.22569224,0.960576,0.082131815,3.8828427,12.772437,0.960576,-120.0731,1920.3348,0.21930718,0.41249913,3.15E-05,36971.64481,53676.06555,665.2879699,0.905353546,0.961107216,2.922830892,3.04E-05,6.80E-05,35321.43974,140197.9583
1,0.080814008,1.3472367,0.24470219,0.99886976,0.080816104,3.5039339,12.852901,0.99886976,-96.043659,1494.5349,0.16979063,0.43814779,3.32E-05,35050.0163,57473.3023,669.635019,0.950508118,0.96925869,1.32309972,3.22E-05,4.08E-05,33899.9147,50453.2938
1,0.081535365,1.3143162,0.29477971,1.0511452,0.080158405,2.742348,12.918253,1.0511452,-75.62207,1327.9241,0.18033725,0.46746198,3.12E-05,35069.484,58575.5514,907.528739,0.962581635,0.971913215,1.12056135,3.03E-05,3.50E-05,34083.1236,39298.0234
1,0.081330877,1.3078195,0.31246193,1.0767597,0.077925086,2.515314,13.171665,1.0767597,-61.615293,1020.402,0.16213255,0.4637502,3.12E-05,35385.7055,58979.7551,855.267035,0.96478653,0.973665442,1.11320891,3.04E-05,3.47E-05,34458.9246,39365.528
1,0.050183891,1.541872,0.16477579,1.7831785,0.084944153,4.9834667,12.589738,1.7831785,-150.15487,2633.0611,0.11571726,0.46534289,3.62E-05,33702.581,59113.0074,607.911025,0.959964752,0.976230619,1.37525084,3.54E-05,4.47E-05,32846.1051,52374.9923
1,0.041062818,1.58064,0.18205803,2.2180105,0.08328984,3.9495456,12.566148,2.2180105,-88.75074,1605.4912,0.09525492,0.48132664,3.06E-05,35479.9087,60296.4912,825.016847,0.97228241,0.97915755,1.0874337,3.00E-05,3.33E-05,34736.638,38599.4083
1,0.055999453,1.4780641,0.21440624,1.6691939,0.080267301,3.5757469,12.94103,1.6691939,-85.527726,1385.7839,0.11808968,0.47891671,3.22E-05,35440.5228,60168.5993,695.67268,0.971500397,0.978646419,1.09034692,3.15E-05,3.51E-05,34673.4174,38698.0788
1,0.037434245,1.6742335,0.13209482,2.5312069,0.086626431,5.9638008,12.357506,2.5312069,-141.86417,2404.6136,0.11209078,0.443325,3.64E-05,34869.7933,59554.6806,505.387809,0.96099472,0.978585946,1.31105657,3.57E-05,4.32E-05,34009.3414,50600.3544
1,0.061248976,1.5087614,0.16855881,1.8177477,0.082722856,4.8122964,12.760989,1.8177477,-139.48283,2244.8606,0.17238008,0.43455267,4.01E-05,33732.00688,57080.12606,502.2872343,0.927139282,0.975752279,2.739182609,3.93E-05,7.35E-05,32766.48061,127446.1196
1,0.053175236,1.5150366,0.17242526,1.6002247,0.085168489,4.8407391,12.504311,1.6002247,-146.40835,2526.3499,0.13040626,0.47790733,3.89E-05,30561.8618,59744.7702,700.280658,0.968585968,0.977056889,1.10629935,3.80E-05,4.28E-05,29858.3386,34031.5842
1,0.055820703,1.4780115,0.20498282,1.5866249,0.080881487,3.8813537,12.92031,1.5866249,-105.01801,1794.8803,0.11892163,0.47459737,3.52E-05,33984.3813,60084.5037,641.316086,0.971000671,0.978301995,1.09204157,3.45E-05,3.83E-05,33215.893,37261.9662
1,0.047316016,1.5799551,0.1460937,1.7832937,0.087427527,5.7912917,12.354225,1.7832937,-168.88129,2924.5064,0.11504519,0.45380264,4.24E-05,31910.3345,58672.3156,497.413026,0.950855255,0.976943401,1.703881,4.15E-05,5.74E-05,31096.6521,68548.3531
1,0.056741499,1.5149766,0.17133124,1.637216,0.084441449,4.8513374,12.580237,1.637216,-136.06257,2261.5447,0.12769952,0.46343506,3.89E-05,30929.4099,59496.0461,671.300846,0.967773438,0.975825539,1.10279464,3.80E-05,4.27E-05,30174.2293,34142.84
1,0.04722077,1.5388026,0.18825753,1.841938,0.081636539,4.1255411,12.786177,1.841938,-98.093688,1658.2541,0.11117997,0.47832417,3.62E-05,32649.2752,60612.1032,630.981562,0.974040985,0.980453965,1.0815332,3.55E-05,3.91E-05,32000.3441,35354.761
1,0.05556561,1.490753,0.20414911,1.5427946,0.081933061,3.9390542,12.728023,1.5427946,-94.248587,1556.5145,0.12570346,0.45659741,3.62E-05,32572.8354,57969.7073,601.76703,0.943199158,0.975329598,1.86825587,3.54E-05,5.37E-05,31695.4566,78117.6544
1,0.03527992,1.6774826,0.11578908,2.1157572,0.092330812,7.4017881,12.046017,2.1157572,-217.18972,3904.0142,0.084710673,0.46908006,4.44E-05,32559.4719,60621.3799,494.854967,0.97297287,0.980844787,1.09871583,4.35E-05,4.84E-05,31891.7529,36376.9266
1,0.061668246,1.4440162,0.23252143,1.5618992,0.08018904,3.2747969,12.943121,1.5618992,-80.143111,1410.4218,0.14999374,0.44646987,3.33E-05,34651.74524,56093.24227,577.1296392,0.911575317,0.975760708,4.441970838,3.26E-05,9.75E-05,33749.00917,221335.6218
1,0.056984848,1.4844519,0.18920692,1.5396398,0.081968967,4.3495589,12.813381,1.5396398,-124.02533,2052.6291,0.12854027,0.46055133,3.81E-05,32950.9628,58926.8058,559.477054,0.956287384,0.97653892,1.46515977,3.73E-05,4.84E-05,32124.5676,56492.5548
1,0.052644672,1.5246559,0.17314439,1.7282271,0.084506242,4.7176631,12.587513,1.7282271,-139.63904,2448.1885,0.13825576,0.47533679,3.73E-05,32613.5089,60156.107,602.339299,0.971416473,0.978603865,1.09075517,3.65E-05,4.08E-05,31912.0951,35594.3535
1,0.047944743,1.5673523,0.15229065,1.7029695,0.087293877,5.5609983,12.286749,1.7029695,-152.98718,2549.5609,0.11070891,0.46013502,3.81E-05,32716.1402,59324.7945,547.499212,0.966400146,0.975204479,1.10945465,3.73E-05,4.19E-05,31819.1569,36759.3508
1,0.055798753,1.53372,0.16553473,1.8305846,0.084080726,4.9163637,12.65071,1.8305846,-142.28788,2399.8615,0.16264695,0.43892465,3.49E-05,35096.34451,56204.27888,530.6945362,0.914417267,0.975166355,3.894015348,3.41E-05,8.91E-05,34103.18356,192035.4284
