Grade,Energy,Entropy,Correlation,Contrast,Homogeneity,Variance,Sum Mean,Inertia,Cluster Shade,Cluster Tendency,Max Probability,Inverse Variance,Short Run Emphasis (SRE),Long Run Emphasis (LRE),Gray-Level Nonuniformity (GLN),Run Length Nonuniformity (RLN),Run Percentage (RP),Low Gray-Level Run Emphasis (LGRE),High Gray-Level Run Emphasis (HGRE),Short Run Low Gray-Level Emphasis (SRLGE),Short Run High Gray-Level Emphasis (SRHGE),Long Run Low Gray-Level Emphasis (LRLGE),Long Run High Gray-Level Emphasis (LRHGE)
1,0.078342051,1.5077138,0.10547823,1.3225699,0.097122616,8.7656615,11.855667,1.3225699,-301.79265,5296.0997,0.23463327,0.38671242,5.25E-05,29717.21913,51224.46527,447.6943267,0.853790283,0.965204283,6.433311477,5.10E-05,0.000155679,28377.38629,324811.8009
1,0.067997365,1.3646894,0.28836014,1.389311,0.079544684,2.5072722,12.94335,1.389311,-59.402504,1073.1504,0.14219104,0.48291684,3.22E-05,33819.1167,59576.4211,865.062655,0.968238831,0.976156661,1.10117377,3.14E-05,3.54E-05,33010.4402,37245.9155
1,0.079028567,1.3605749,0.23953431,1.3491991,0.08017323,3.3281687,13.015767,1.3491991,-107.63937,1852.582,0.18376925,0.44380433,3.28E-05,36064.95377,55808.44241,612.9933143,0.913352966,0.97307069,3.986942124,3.19E-05,8.86E-05,35012.43938,197833.2239
1,0.069736686,1.6036141,0.10832013,2.1331252,0.093913029,8.0015018,11.999443,2.1331252,-245.70682,4396.8946,0.23202177,0.38105679,4.67E-05,32805.39501,52800.83816,446.5810574,0.875175476,0.967484754,4.935410522,4.56E-05,0.000120702,31387.6098,246770.4798
1,0.070186965,1.413904,0.19912397,1.5191945,0.083128165,4.0891005,12.766906,1.5191945,-145.2616,2533.1348,0.16199539,0.47815895,3.70E-05,31863.2587,59713.9462,736.758894,0.969039917,0.976736028,1.09828054,3.62E-05,4.05E-05,31110.4772,35045.3272
1,0.1028775,1.212784,0.3699434,1.040202,0.07688445,2.000251,13.27838,1.040202,-50.23099,780.0582,0.184424,0.4650253,3.35E-05,33036.8416,59003.3233,799.288092,0.964981079,0.973750723,1.11237212,3.26E-05,3.72E-05,32164.6622,36768.9123
1,0.09925807,1.2395092,0.31738739,1.0966504,0.078703808,2.4438984,13.122313,1.0966504,-80.832483,1417.9305,0.19600553,0.46589203,3.50E-05,32682.1874,59128.9094,780.022737,0.965847015,0.974260373,1.10881749,3.41E-05,3.88E-05,31836.7048,36259.3657
1,0.13265014,1.1669854,0.34863704,0.99465306,0.077713241,2.2285002,13.225961,0.99465306,-73.062372,1228.0562,0.28390274,0.38493382,3.32E-05,34400.03012,48919.80135,591.8736544,0.810264587,0.968035828,16.67958302,3.22E-05,0.00032107,33168.55489,890746.5966
1,0.14520906,1.2844054,0.18045189,1.3060817,0.082145304,4.7855612,12.992814,1.3060817,-196.55927,3346.8722,0.34949438,0.35634132,3.47E-05,38144.39267,46911.38066,512.118245,0.777057648,0.967630365,22.40312237,3.38E-05,0.000427038,36703.45691,1208694.699
1,0.084506166,1.3279796,0.27266251,1.3185945,0.07767322,2.8061228,13.258658,1.3185945,-80.866053,1336.5002,0.19202925,0.46063732,3.37E-05,35120.4799,59527.9836,672.70594,0.967517853,0.976113153,1.1085669,3.29E-05,3.70E-05,34252.4367,39205.9811
1,0.08718384,1.287461,0.324726,1.225969,0.07790517,2.235436,13.15178,1.225969,-57.46139,971.9416,0.1743936,0.4752344,3.26E-05,34003.583,59346.6522,796.438696,0.966972351,0.97519642,1.10538966,3.18E-05,3.59E-05,33150.4668,37631.4886
1,0.1028727,1.225793,0.3506096,1.058891,0.07727102,2.149845,13.24679,1.058891,-58.41853,934.348,0.1946765,0.4639654,3.27E-05,34044.8685,59187.0304,853.38421,0.966079712,0.974509646,1.10837249,3.19E-05,3.62E-05,33166.7316,37782.0411
1,0.065589728,1.4667078,0.17167536,1.5621265,0.084890666,4.8958491,12.574202,1.5621265,-164.53219,2746.676,0.1462912,0.45982638,4.08E-05,30773.8244,59118.0936,622.226261,0.963638306,0.974872299,1.1420845,3.99E-05,4.54E-05,29911.2568,36400.1957
1,0.11674131,1.1628787,0.37204204,0.98021664,0.076902281,2.0432035,13.348924,0.98021664,-70.125969,1256.4952,0.19788957,0.45886215,3.62E-05,31671.6774,58962.2742,813.70219,0.964797974,0.973577457,1.1129276,3.52E-05,4.02E-05,30838.2787,35239.6998
1,0.10365359,1.1967174,0.36876152,1.0173973,0.077909109,2.0328496,13.147821,1.0173973,-62.729664,1080.1684,0.19871975,0.4720299,3.43E-05,32103.4479,59005.2414,847.089009,0.965106964,0.973737946,1.11152955,3.34E-05,3.81E-05,31259.7168,35683.6124
1,0.069014443,1.4123492,0.21582732,1.4647256,0.082860492,3.7215064,12.691853,1.4647256,-118.30051,2017.59,0.15445928,0.47380508,3.47E-05,33564.8484,59408.1373,731.275866,0.965579987,0.976046573,1.1393734,3.39E-05,3.86E-05,32720.6529,39214.6637
1,0.095577266,1.4195853,0.16229714,1.5048629,0.084760802,5.2843094,12.623897,1.5048629,-170.80566,2738.6472,0.26256817,0.39012244,4.07E-05,33225.90469,52065.14617,488.9019901,0.86712265,0.96553468,5.189062338,3.97E-05,0.000118945,31754.95918,260857.2431
1,0.12481951,1.4547056,0.10739891,1.657593,0.09467637,8.3912118,12.072717,1.657593,-294.21357,5167.1023,0.33609887,0.33796932,4.43E-05,35149.62759,46866.53504,471.0126698,0.793739319,0.958182108,8.825573256,4.30E-05,0.000189453,33186.38789,462283.0681
1,0.061501825,1.4701219,0.18645861,1.7645007,0.082979832,4.248788,12.785501,1.7645007,-143.55418,2535.2162,0.13269542,0.46689426,3.22E-05,36066.7059,59284.5862,701.100138,0.965431213,0.97532297,1.12679435,3.14E-05,3.57E-05,35127.973,41258.8505
1,0.19182338,0.93243462,0.46545659,0.6641774,0.078257447,1.7379881,13.126317,0.6641774,-72.08105,1225.9416,0.32155002,0.38762544,3.02E-05,35602.4656,54919.8457,942.13961,0.939777374,0.956334676,1.22247091,2.89E-05,3.63E-05,33998.8615,44262.7138
1,0.20084964,0.91944753,0.43256292,0.64931191,0.077664694,1.9213122,13.27186,0.64931191,-85.632048,1484.9799,0.31890747,0.36782296,3.14E-05,35478.8111,55258.4647,878.935602,0.943069458,0.957408909,1.1912615,3.01E-05,3.70E-05,33921.715,42479.9637
1,0.2662201,0.83891365,0.46871777,0.54948032,0.076153624,1.8095687,13.448314,0.54948032,-78.672284,1277.8994,0.45894324,0.32737335,3.20E-05,35252.4835,54780.2763,971.938406,0.940319061,0.955203988,1.20113854,3.06E-05,3.79E-05,33624.8962,42584.5941
1,0.17098784,1.0335142,0.37860468,0.80767975,0.077715814,2.1440141,13.211308,0.80767975,-80.955202,1293.8605,0.2939954,0.38546605,3.12E-05,35502.5777,55533.3168,948.773438,0.944664001,0.958667189,1.18550058,3.00E-05,3.65E-05,33970.6624,42393.8529
1,0.2076561,0.9369246,0.4908855,0.644557,0.07628089,1.635965,13.38056,0.644557,-60.45972,970.3652,0.3669929,0.360897,3.03E-05,36099.4961,54494.483,1017.64143,0.938137054,0.954036058,1.21124584,2.90E-05,3.62E-05,34371.2376,44077.2096
1,0.2614443,0.8370033,0.5501865,0.5109016,0.0756486,1.509987,13.45439,0.5109016,-57.96626,899.8423,0.4483872,0.3217807,3.16E-05,34786.965,54233.6256,943.625355,0.936416626,0.952916331,1.22110193,3.02E-05,3.81E-05,33102.6813,42856.569
1,0.2153622,0.88239157,0.47314008,0.59306413,0.077094049,1.7568322,13.290478,0.59306413,-74.509995,1234.4994,0.3309785,0.35040296,3.24E-05,34560.0433,54610.9937,868.042892,0.939044952,0.954508598,1.20691739,3.10E-05,3.87E-05,32935.4709,41969.7468
1,0.066240213,1.4042232,0.24992271,1.2723696,0.080287871,3.2079209,12.860574,1.2723696,-75.249908,1177.2628,0.14837924,0.47579544,3.48E-05,32407.2961,59626.8589,754.084677,0.968578339,0.976361602,1.09983725,3.40E-05,3.82E-05,31627.7881,35708.5472
1,0.062312269,1.4348127,0.23726332,1.3917946,0.081977223,3.3354885,12.667767,1.3917946,-78.535366,1299.3868,0.15128507,0.48039535,3.54E-05,31277.1131,59545.1618,804.108297,0.967983246,0.976051489,1.10227808,3.45E-05,3.90E-05,30530.1211,34461.2762
1,0.055285607,1.4870812,0.19917929,1.5515384,0.083293412,4.0620467,12.629528,1.5515384,-113.61375,1981.1861,0.13369098,0.47998694,3.59E-05,31851.9234,59940.0684,767.497721,0.970298767,0.977681109,1.0941028,3.51E-05,3.92E-05,31138.531,34860.8641
1,0.054700387,1.5451289,0.1493312,1.6940511,0.088175691,5.7021764,12.1908,1.6940511,-161.32271,2578.0907,0.14758383,0.47127885,4.00E-05,30589.6533,59885.8498,677.518533,0.969928741,0.97746336,1.09558018,3.91E-05,4.37E-05,29890.5464,33556.7726
1,0.069958708,1.3898996,0.2362059,1.4806405,0.080268589,3.2774272,12.951184,1.4806405,-100.33689,1705.4441,0.15212558,0.47970046,3.32E-05,34065.1112,59616.0969,791.967894,0.968517303,0.976317566,1.10001334,3.24E-05,3.64E-05,33249.6288,37512.637
1,0.075596061,1.3782143,0.2422696,1.4728524,0.081315952,3.1674379,12.841527,1.4728524,-95.238664,1644.4577,0.18136833,0.47270305,3.24E-05,34359.4406,59362.7144,801.100685,0.967033386,0.975274703,1.10527562,3.16E-05,3.56E-05,33495.8458,38038.5929
1,0.1173864,1.3979023,0.17104957,1.6921543,0.083891987,4.8201531,12.66534,1.6921543,-148.75342,2404.3172,0.31359031,0.35469772,3.56E-05,34541.3289,46177.09312,455.678048,0.763027191,0.968595266,24.39330351,3.47E-05,0.000464212,33200.15835,1313877.506
1,0.07041881,1.413071,0.21199097,1.5058283,0.081614608,3.776926,12.839376,1.5058283,-117.18335,1924.2221,0.14354457,0.46500842,3.46E-05,33706.5976,59360.3534,719.187679,0.966228485,0.975506135,1.11693373,3.38E-05,3.82E-05,32849.5806,38054.6427
1,0.080933022,1.3270315,0.27027879,1.3157633,0.07934061,2.8435429,12.995343,1.3157633,-80.143266,1246.1433,0.1649526,0.47956711,3.27E-05,33994.36,59565.4499,849.753454,0.968280792,0.97609026,1.1006245,3.20E-05,3.59E-05,33178.2974,37427.1448
1,0.083121796,1.3199517,0.27945281,1.3300919,0.080187361,2.695725,12.891011,1.3300919,-79.675776,1324.5242,0.18934771,0.48240391,3.09E-05,35357.9732,59380.847,900.793316,0.967273712,0.97530795,1.10395919,3.02E-05,3.40E-05,34477.1176,39063.9838
1,0.09466393,1.257546,0.3329222,1.169225,0.0781684,2.208809,13.08091,1.169225,-55.46472,838.4143,0.1955658,0.475046,3.11E-05,35028.9816,59289.2689,865.520066,0.96672821,0.974932255,1.10589718,3.03E-05,3.43E-05,34140.2917,38786.6672
1,0.081568288,1.3125494,0.28087462,1.2900115,0.078978509,2.7143872,13.095869,1.2900115,-83.771035,1426.3603,0.15762776,0.48122293,3.37E-05,33193.1408,59591.6233,826.579403,0.968360901,0.976220174,1.10063195,3.29E-05,3.71E-05,32402.9733,36537.7062
1,0.088273323,1.2604605,0.3345879,1.16311,0.077875386,2.197882,13.278932,1.16311,-68.446719,1306.6866,0.16153463,0.48126417,3.35E-05,34074.8907,59699.2365,834.633616,0.968940735,0.976671534,1.09872488,3.27E-05,3.68E-05,33273.5663,37465.9621
1,0.090727516,1.2739337,0.30408154,1.2224851,0.079015929,2.4764353,13.06741,1.2224851,-77.36911,1334.0574,0.18902638,0.47865755,3.50E-05,31978.5222,59587.8672,840.214529,0.968318939,0.97621068,1.10088556,3.42E-05,3.85E-05,31216.7788,35202.5967
1,0.065159669,1.4580539,0.18061665,1.6481795,0.083592097,4.5286654,12.712545,1.6481795,-154.11295,2618.5831,0.14621567,0.45539954,3.79E-05,33244.288,58697.6938,619.811006,0.956428528,0.974869972,1.30657116,3.70E-05,4.52E-05,32297.4145,48220.0176
1,0.058529959,1.6039905,0.11492156,2.0363414,0.092740074,7.5242079,12.024296,2.0363414,-233.95437,4067.9014,0.19209912,0.40876937,4.66E-05,31572.97801,54487.48811,444.8486568,0.891136169,0.972988775,5.224639995,4.55E-05,0.000126151,30506.93575,261164.7881
1,0.14970915,1.2725982,0.16820701,1.1606037,0.08436504,5.2934076,12.677777,1.1606037,-194.86072,3029.7791,0.35194936,0.3387175,4.54E-05,30567.65894,44955.27966,428.5242575,0.743694305,0.968307045,30.97684617,4.42E-05,0.000595218,29343.23783,1669812.417
1,0.10355541,1.3935189,0.13034651,1.3785038,0.090579128,6.9063788,12.260906,1.3785038,-264.22463,4436.4889,0.26932554,0.36985638,4.62E-05,30794.92404,48954.9682,513.6494784,0.817455292,0.964509606,10.72217498,4.49E-05,0.000226323,29373.18804,560923.5862
1,0.07391256,1.3669644,0.25690622,1.3330576,0.080425777,3.0387638,12.88589,1.3330576,-85.522675,1409.8012,0.16284461,0.47509566,3.34E-05,33901.8466,59314.0455,760.835666,0.96680069,0.97505105,1.10585037,3.26E-05,3.68E-05,33041.23,37553.9498
1,0.066784757,1.4157007,0.24324142,1.5727034,0.081583246,3.0514768,12.679775,1.5727034,-74.182839,1187.9868,0.1624086,0.47831532,3.16E-05,34548.8308,59454.0994,795.919765,0.967597961,0.975638987,1.10315346,3.08E-05,3.47E-05,33697.1292,38152.9916
1,0.052208234,1.5316595,0.16893207,1.9016102,0.08506198,4.7295213,12.499242,1.9016102,-140.48985,2353.0563,0.11287939,0.46780307,3.44E-05,34468.6423,59213.8751,635.403309,0.960769653,0.976587731,1.29978608,3.37E-05,4.12E-05,33592.3587,49182.8434
1,0.085307612,1.3010459,0.30153099,1.218059,0.077765846,2.5123339,13.201773,1.218059,-66.475779,1054.1744,0.16045301,0.47284175,3.17E-05,35214.4294,59681.3876,810.820982,0.968837738,0.976603238,1.09917716,3.09E-05,3.47E-05,34375.6928,38775.4643
1,0.070363957,1.3945169,0.2238507,1.467505,0.08250537,3.5420175,12.705997,1.467505,-113.87284,1923.665,0.15990656,0.48148719,3.33E-05,34253.4617,59863.9233,781.061018,0.969837189,0.977367389,1.09579211,3.26E-05,3.64E-05,33469.7508,37569.9598
1,0.095985698,1.2705721,0.28319222,1.1898283,0.079339013,2.7740831,13.053033,1.1898283,-91.390212,1512.5909,0.19520653,0.45336383,3.11E-05,36792.4625,58391.1576,720.37661,0.960845947,0.971368433,1.13249569,3.02E-05,3.47E-05,35659.4679,42199.7211
1,0.086850926,1.2921176,0.29659095,1.2888694,0.078872236,2.5034141,13.07698,1.2888694,-75.028342,1290.465,0.17332474,0.47228723,3.17E-05,35603.6395,58835.2764,796.224021,0.961956024,0.973788318,1.16926654,3.09E-05,3.61E-05,34636.878,42895.0003
1,0.065608579,1.4549153,0.18729527,1.3751135,0.084132995,4.5286842,12.638252,1.3751135,-142.18436,2432.1802,0.15764592,0.46084259,4.40E-05,29880.4792,59304.992,625.949003,0.963935852,0.975992499,1.19256714,4.29E-05,5.04E-05,29134.6902,38007.1951
1,0.07060909,1.384865,0.2770758,1.384586,0.07862141,2.674797,13.0531,1.384586,-54.41532,912.9393,0.172963,0.468325,3.80E-05,30163.9096,59828.2662,710.02599,0.969600677,0.977227958,1.09670825,3.71E-05,4.17E-05,29480.0483,33068.5823
1,0.035490146,1.6414236,0.15819044,2.2031231,0.085438423,4.8999543,12.386217,2.2031231,-102.71741,1919.9849,0.085821859,0.4671399,3.90E-05,31123.3201,60624.0266,556.649701,0.973930359,0.980539595,1.08252142,3.83E-05,4.22E-05,30498.7417,33787.8524
1,0.050062933,1.5198622,0.18705032,1.6406764,0.083301173,4.3342118,12.667522,1.6406764,-117.5942,2064.4889,0.11753779,0.47241838,4.20E-05,29539.7814,60131.0843,610.192934,0.970756531,0.978619253,1.09612992,4.12E-05,4.58E-05,28876.0554,32654.9147
1,0.051775813,1.5163456,0.18484026,1.5820021,0.08330127,4.4475239,12.618188,1.5820021,-113.47496,1871.5942,0.12296881,0.47636782,4.23E-05,28594.5927,60202.9235,635.930022,0.97164917,0.978797741,1.08993412,4.14E-05,4.60E-05,27980.0899,31207.8365
1,0.063687954,1.4630677,0.19349418,1.442392,0.083183644,4.3010344,12.636592,1.442392,-120.93258,1966.9811,0.16489095,0.46202867,4.19E-05,28963.3853,59625.124,646.838969,0.968536377,0.976359379,1.10002061,4.09E-05,4.60E-05,28273.8085,31885.8657
1,0.13043584,1.3494636,0.15005831,1.3622734,0.090200384,5.893782,12.567459,1.3622734,-227.90531,4209.3488,0.33377735,0.34320371,5.50E-05,32472.08214,47363.964,444.7027472,0.798744202,0.960059643,9.209107464,5.29E-05,0.000212213,30737.9799,480019.7649
1,0.053598425,1.5477142,0.15188373,1.6629277,0.086715472,5.6078779,12.395317,1.6629277,-163.77707,2786.3365,0.13639623,0.4491512,4.78E-05,27678.9831,58628.6347,594.981847,0.954025269,0.975464861,1.49692333,4.67E-05,5.95E-05,26931.7837,52339.3467
1,0.058436311,1.5121501,0.16367339,1.5077813,0.086550226,5.2289421,12.309123,1.5077813,-145.98864,2336.662,0.14969367,0.45503895,4.22E-05,29129.8259,58862.6242,598.65763,0.962917328,0.973531729,1.13041056,4.12E-05,4.69E-05,28284.5681,33692.4729
1,0.056251061,1.4746535,0.21350121,1.3809172,0.08287417,3.8422237,12.591926,1.3809172,-88.30332,1470.7911,0.13756037,0.46982181,4.09E-05,28935.4108,59529.9456,659.001831,0.967933655,0.975964916,1.10235676,3.99E-05,4.52E-05,28239.4743,31900.0444
1,0.079840129,1.3540379,0.23420597,1.4084377,0.080204397,3.3800368,13.08578,1.4084377,-118.14505,2123.3037,0.16092633,0.45875002,3.58E-05,33416.6609,59242.2405,679.547034,0.966327667,0.974772021,1.10783673,3.49E-05,3.96E-05,32569.0206,37041.812
